HMDB_ID,NAME,SMILES,INCHIKEY,CHEMICAL_FORMULA,AVERAGE_MASS,MONO_MASS
HMDB0060665,Isonicotinic acid,OC(=O)C1=CC=NC=C1,TWBYWOBDOCUKOW-UHFFFAOYSA-N,C6H5NO2,123.1094,123.032028409
HMDB0060666,Endoxifen,CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCNC)C=C1)C1=CC=CC=C1,MHJBZVSGOZTKRH-IZHYLOQSSA-N,C25H27NO2,373.4874,373.204179113
HMDB0060668,alpha-Hydroxy-N-desmethyltamoxifen,CNCCOC1=CC=C(C=C1)C(=C(\C(C)O)C1=CC=CC=C1)\C1=CC=CC=C1,GREXPZNIZPCGIV-IZHYLOQSSA-N,C25H27NO2,373.4874,373.204179113
HMDB0060669,p-Hydroxyfelbamate,NC(=O)OCC(COC(N)=O)C1=CC=C(O)C=C1,PXBZEVLDFAKFLV-UHFFFAOYSA-N,C11H14N2O5,254.2393,254.090271568
HMDB0060670,2-Hydroxyfelbamate,NC(=O)OCC(O)(COC(N)=O)C1=CC=CC=C1,VTXNIAJKDLEHGX-UHFFFAOYSA-N,C11H14N2O5,254.2393,254.090271568
HMDB0060671,Atropaldehyde,C=C(C=O)C1=CC=CC=C1,ZFBRJUBOJXNIQM-UHFFFAOYSA-N,C9H8O,132.1592,132.057514878
HMDB0060672,"2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline",CCC1=NC(C)CC1(C1=CC=CC=C1)C1=CC=CC=C1,UPZKJIHNKKJIKX-UHFFFAOYSA-N,C19H21N,263.3767,263.167399677
HMDB0060673,"2,3-Dihydroxycarbamazepine",NC(=O)N1C2=CC=CC=C2C=CC2=CC(O)=C(O)C=C12,YITIUNLDWDJVSI-UHFFFAOYSA-N,C15H12N2O3,268.2674,268.08479226
HMDB0060675,Carbamazepine iminoquinone,O=C1C=CC2=NC3=CC=CC=C3C=CC2=C1,CVKDTTCYQAJIAC-UHFFFAOYSA-N,C14H9NO,207.2274,207.068413915
HMDB0060676,10-Hydroxycarbazepine,NC(=O)N1C2=CC=CC=C2CC(O)C2=CC=CC=C12,BMPDWHIDQYTSHX-UHFFFAOYSA-N,C15H14N2O2,254.2839,254.105527702
HMDB0060677,"2,6-Dimethylaniline",CC1=CC=CC(C)=C1N,UFFBMTHBGFGIHF-UHFFFAOYSA-N,C8H11N,121.1796,121.089149357
HMDB0060678,3-Hydroxymonoethylglycinexylidide,CCNCC(=O)NC1=C(C)C=CC(O)=C1C,YITCMQBVWIHTTA-UHFFFAOYSA-N,C12H18N2O2,222.2835,222.13682783
HMDB0060679,Glycinexylidide,CC1=CC=CC(C)=C1NC(=O)CN,IXYVBZOSGGJWCW-UHFFFAOYSA-N,C10H14N2O,178.231,178.11061308
HMDB0060680,2-Amino-3-methylbenzoate,CC1=C(N)C(=CC=C1)C(O)=O,WNAJXPYVTFYEST-UHFFFAOYSA-N,C8H9NO2,151.1626,151.063328537
HMDB0060681,"4-Hydroxy-2,6-dimethylaniline",CC1=CC(O)=CC(C)=C1N,GCWYXRHXGLFVFE-UHFFFAOYSA-N,C8H11NO,137.179,137.084063979
HMDB0060682,"2-Propyl-2,4-pentadienoic acid",CCC\C(=C/C=C)C(O)=O,UUILWXIBBZVJDU-FNORWQNLSA-N,C8H12O2,140.1797,140.083729628
HMDB0060683,2-n-Propyl-4-oxopentanoic acid,CCCC(CC(C)=O)C(O)=O,HJRMYVTYHORJKC-UHFFFAOYSA-N,C8H14O3,158.195,158.094294314
HMDB0060684,2-Propylglutaric acid,CCCC(CCC(O)=O)C(O)=O,IFNXFIJXYVEYLF-UHFFFAOYSA-N,C8H14O4,174.1944,174.089208936
HMDB0060685,3-Oxovalproic acid,CCCC(C(O)=O)C(=O)CC,PPYHXKUZTSZTQU-UHFFFAOYSA-N,C8H14O3,158.195,158.094294314
HMDB0060686,4-Ketocyclophosphamide,ClCCN(CCCl)P1(=O)NC(=O)CCO1,VBMZHOCORXMDJU-UHFFFAOYSA-N,C7H13Cl2N2O3P,275.069,274.004084218
HMDB0060688,Nornitrogen mustard,ClCCNCCCl,TXFLGZOGNOOEFZ-UHFFFAOYSA-N,C4H9Cl2N,142.027,141.011204707
HMDB0060689,Phosphoramide mustard,NP(O)(=O)N(CCCl)CCCl,RJXQSIKBGKVNRT-UHFFFAOYSA-N,C4H11Cl2N2O2P,221.022,219.993519532
HMDB0060690,4-Ketoifosfamide,ClCCNP1(=O)OCCC(=O)N1CCCl,PEZLCTIXHCOEOG-UHFFFAOYSA-N,C7H13Cl2N2O3P,275.069,274.004084218
HMDB0060691,Isophosphamide mustard,OP(=O)(NCCCl)NCCCl,BKCJZNIZRWYHBN-UHFFFAOYSA-N,C4H11Cl2N2O2P,221.022,219.993519532
HMDB0060692,Carboxyifosfamide,OC(=O)CCOP(=O)(NCCCl)NCCCl,DNDBVHDNSYHKLI-UHFFFAOYSA-N,C7H15Cl2N2O4P,293.085,292.014648904
HMDB0060693,Alcoifosfamide,OCCCOP(=O)(NCCCl)NCCCl,JOAQXFLTMDRBOD-UHFFFAOYSA-N,C7H17Cl2N2O3P,279.101,278.035384346
HMDB0060699,(E)-2-Hydroxy-N-desmethyldoxepin,CNCC\C=C1/C2=C(COC3=C1C=C(O)C=C3)C=CC=C2,LUWRONBNZDYVBL-FRKPEAEDSA-N,C18H19NO2,281.349,281.141578857
HMDB0060701,(R)-MHD,NC(=O)N1C2=CC=CC=C2C[C@@H](O)C2=C1C=CC=C2,BMPDWHIDQYTSHX-CQSZACIVSA-N,C15H14N2O2,254.2839,254.105527702
HMDB0060702,(S)-MHD,NC(=O)N1C2=CC=CC=C2C[C@H](O)C2=C1C=CC=C2,BMPDWHIDQYTSHX-AWEZNQCLSA-N,C15H14N2O2,254.2839,254.105527702
HMDB0060703,1-Amino-3-hydroxymethyl-5-methyl-adamantane,CC12CC3CC(N)(C1)CC(CO)(C3)C2,YANGLOGEEOBUMT-UHFFFAOYSA-N,C12H21NO,195.3012,195.162314299
HMDB0060704,1-Hydroxylorcaserin,CC1(O)CNCCC2=CC=C(Cl)C=C12,AHFHLPCZDZHXDN-UHFFFAOYSA-N,C11H14ClNO,211.688,211.076391782
HMDB0060705,12-Hydroxynevirapine glucuronide,CC1=C2N=C(OC3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)C3=C(N=CC=C3)N(C3CC3O)C2=NC=C1,UVZMQJUCOZEMQZ-RDPCRGLVSA-N,C21H22N4O8,458.4214,458.1437637
HMDB0060706,13-Demethyl tacrolimus,[H][C@]12O[C@](O)([C@H](C)C[C@@H]1O)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@@H]([C@H](C)[C@@H](O)CC(=O)[C@H](CC=C)\C=C(C)/C[C@H](C)C[C@@H]2OC)C(\C)=C\[C@@H]1CC[C@@H](O)[C@@H](C1)OC,OGJRKILIPRVJFS-GOJJZGEOSA-N,C43H67NO12,789.9916,789.466326613
HMDB0060707,15beta-Hydroxydesogestrel,CC[C@]12CC(=C)C3[C@@H](CCC4=CC(O)CC[C@H]34)C1CCC2(O)C#C,ZMLDTNLDYRJTAZ-MTRZUGBVSA-N,C22H30O2,326.4724,326.224580204
HMDB0060708,15beta-hydroxycyproterone acetate,CC(=O)O[C@@]1(CC(O)[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)C5CC5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,HRANPRDGABOKNQ-RXHWKJIASA-N,C24H29ClO5,432.937,432.170351745
HMDB0060710,17-Hydroxymethylethisterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H](CO)C[C@]34C)[C@@H]1CCC2(O)C#C,JGJFMZZHCOKXHX-RIONBYPISA-N,C22H30O3,342.4718,342.219494826
HMDB0060711,2-Amino-5-benzoylbenzimidazole,N=C1NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,GPMHHSJZGVOEFS-UHFFFAOYSA-N,C14H11N3O,237.2566,237.090211989
HMDB0060712,"2-Amino-5,6-dichloro-3,4,-dihydroquinazoline",ClC1=C(Cl)C2=C(NC(=N)NC2)C=C1,VBKOTIVQMCTTAQ-UHFFFAOYSA-N,C8H7Cl2N3,216.067,215.001702653
HMDB0060713,2-Chloro-2'-deoxyadenosine-5'-triphosphate,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O3)C2=NC(Cl)=N1,PZCJNHCKXRBBNN-KVQBGUIXSA-N,C10H15ClN5O12P3,525.627,524.961858212
HMDB0060714,2-ene-Valproic acid CoA,CCC\C(=C/CC)C(=O)SCCN=C(O)CCN=C(O)[C@@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,HEDYLZWFAMEVGS-MFVXEZHDSA-N,C29H48N7O17P3S,891.714,891.204023371
HMDB0060715,2-Hydroxy-4-trifluoromethyl benzoic acid,OC(=O)C1=C(O)C=C(C=C1)C(F)(F)F,XMLFPUBZFSJWCN-UHFFFAOYSA-N,C8H5F3O3,206.1187,206.019078641
HMDB0060716,2-Hydroxy-desipramine glucuronide,CNCCCN1C2=CC=CC=C2CCC2=CC(O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)=CC=C12,XJHAOJJEVSPMBA-QMDPOKHVSA-N,C24H30N2O7,458.5042,458.205301324
HMDB0060717,2-Hydroxy-imipramine glucuronide,CN(C)CCCN1C2=CC=CC=C2CCC2=CC(O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)=CC=C12,CBEJFHYWZSCYSD-LYVDORBWSA-N,C25H32N2O7,472.5308,472.220951388
HMDB0060718,2-Hydroxyclomipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=CC(O)=C(Cl)C=C12,QXZNSJJZRXNDJQ-UHFFFAOYSA-N,C19H23ClN2O,330.852,330.149891075
HMDB0060719,2-Hydroxydesogestrel,CC[C@]12CC(=C)C3[C@@H](CCC4=CCC(O)C[C@H]34)C1CCC2(O)C#C,QIHOGMOPCFYMJU-MTRZUGBVSA-N,C22H30O2,326.4724,326.224580204
HMDB0060720,2-Hydroxynevirapine glucuronide,CC1=CC(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)=NC2=C1N=C(O)C1=C(N=CC=C1)N2C1CC1,RNMZKTLILDCQOC-KUSYAZKWSA-N,C21H22N4O8,458.4214,458.1437637
HMDB0060721,2-Oxomelatonin,COC1=CC2=C(NC(=O)C2CCNC(C)=O)C=C1,HNEAVHQAQROOMN-UHFFFAOYSA-N,C13H16N2O3,248.2777,248.116092388
HMDB0060722,2-Pyridylacetic acid,OC(=O)CC1=CC=CC=N1,BPSNETAIJADFTO-UHFFFAOYSA-N,C7H7NO2,137.136,137.047678473
HMDB0060723,"2,3-diene-Valproic acid-CoA",CC[CH]C(\C=C\C)C(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,HHTBSDBEURXGDY-SBRPTYDJSA-N,C29H47N7O17P3S,890.706,890.196198339
HMDB0060724,"2,4-Diamino-6,7-dimethoxyquinazoline",COC1=C(OC)C=C2C(=N)NC(=N)NC2=C1,ZCIPYVXKMWNKLZ-UHFFFAOYSA-N,C10H12N4O2,220.2279,220.096025648
HMDB0060725,"2,6-Pipecoloxylidide",CC1=CC=CC(C)=C1N=C(O)C1CCCCN1,SILRCGDPZGQJOQ-UHFFFAOYSA-N,C14H20N2O,232.3214,232.157563272
HMDB0060726,"2,8-bis-Trifluoromethyl-4-quinoline carboxylic acid",OC(=O)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,QJTJIQBSZLFWFS-UHFFFAOYSA-N,C12H5F6NO2,309.164,309.022447639
HMDB0060727,"2',2'-Difluorodeoxyuridine",OC[C@@H]1O[C@H](N2C=CC(O)=NC2=O)C(F)(F)[C@@H]1O,FIRDBEQIJQERSE-JHYUDYDFSA-N,C9H10F2N2O5,264.1829,264.05577785
HMDB0060728,"2',3'-Dideoxyadenosine-5-triphosphate",NC1=NC=NC2=C1N=CN2[C@H]1CC[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1,OAKPWEUQDVLTCN-NKWVEPMBSA-N,C10H16N5O11P3,475.1822,475.005915915
HMDB0060729,20-Dihydrodydrogesterone,CC(C)C1CCC2C3C=CC4=CC(=C)CCC4(C)C3CCC12C,YUDUQGLCBDGGNA-UHFFFAOYSA-N,C23H34,310.5161,310.266051088
HMDB0060730,"20, 22-Dihydrodigoxigenin",C[C@@]12[C@H](CC[C@]1(O)C1CC[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)[C@@H]1COC(=O)C1,MWPLZPAHTHIKQB-WFGOHPFPSA-N,C23H36O5,392.5289,392.256274262
HMDB0060731,Digoxigenin,C[C@@]12[C@H](CC[C@]1(O)C1CC[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1,SHIBSTMRCDJXLN-UHJLBCFUSA-N,C23H34O5,390.5131,390.240624198
HMDB0060732,25-O-Desacetyl rifabutin,CO[C@H]1\C=C/O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(N=C(O)\C(C)=C/C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H]1C)C(C=NN1CCN(C)CC1)=C2O,KUJZTIJOBQNKDR-WINKZEBYSA-N,C41H56N4O11,780.9035,780.394558654
HMDB0060733,3-(3-Hydroxyphenyl)-2-methyllactic acid,CC(O)(CC1=CC(O)=CC=C1)C(O)=O,DQCFPKHWBJEWFV-UHFFFAOYSA-N,C10H12O4,196.1999,196.073558872
HMDB0060734,3-(3-Hydroxyphenyl)-2-methylpropionic acid,CC(CC1=CC(O)=CC=C1)C(O)=O,ZTHRBJCNTAYZRE-UHFFFAOYSA-N,C10H12O3,180.2005,180.07864425
HMDB0060735,"3-(3,4-Dihydroxyphenyl)-2-methylpropionic acid",CC(CC1=CC(O)=C(O)C=C1)C(O)=O,GIIOASILGOFVPI-UHFFFAOYSA-N,C10H12O4,196.1999,196.073558872
HMDB0060736,3-(4-Hydroxy-3-methoxyphenyl)-2-methyllactic acid,COC1=C(O)C=CC(CC(C)(O)C(O)=O)=C1,YNNLUYGFVUZDAD-UHFFFAOYSA-N,C11H14O5,226.2259,226.084123558
HMDB0060737,3-(4-Hydroxy-3-methoxyphenyl)-2-methylpropionic acid,COC1=C(O)C=CC(CC(C)C(O)=O)=C1,XUQXZROVMZNKPO-UHFFFAOYSA-N,C11H14O4,210.2265,210.089208936
HMDB0060738,"3-Amino-1-hydroxy-5,7-dimethyl-adamantane",CC12CC3(C)CC(N)(C1)CC(O)(C2)C3,HSRBAOBUCHCHTQ-UHFFFAOYSA-N,C12H21NO,195.3012,195.162314299
HMDB0060739,3-Amino-2-oxazolidone,NN1CCOC1=O,KYCJNIUHWNJNCT-UHFFFAOYSA-N,C3H6N2O2,102.0919,102.042927446
HMDB0060740,3-ene-Valproic acid CoA,CCCC(\C=C\C)C(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,CDWYHFOJNDZKOE-SBRPTYDJSA-N,C29H48N7O17P3S,891.714,891.204023371
HMDB0060741,3-Hydroxy-4-aminopyridine,OC1=CNC=CC1=N,DBDKLFOUWUHPDW-UHFFFAOYSA-N,C5H6N2O,110.1139,110.048012824
HMDB0060742,3-Hydroxymelatonin,COC1=CC2=C(NCC2(O)CCN=C(C)O)C=C1,DWMWOUAIGKAJNF-UHFFFAOYSA-N,C13H18N2O3,250.2936,250.131742452
HMDB0060743,3-Hydroxynevirapine glucuronide,CC1=C2N=C(OC3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1O,GDAAYOYNGMRKSI-IQSUWLOCSA-N,C21H22N4O8,458.4214,458.1437637
HMDB0060744,3-Hydroxyvalproic acid CoA,CCCC(C(O)CC)C(=O)SCCN=C(O)CCN=C(O)[C@@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,TWESTLCGODTUDY-QMFOSKLRSA-N,C29H50N7O18P3S,909.73,909.214588057
HMDB0060745,3-keto Fusidic acid,C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@H]2[C@H](O)C[C@H]2\C([C@H](C[C@]12C)OC(C)=O)=C(\C(O)=O)C(=O)CC=C(C)C,LOVQKVDREFGPKC-COCAZOITSA-N,C31H46O7,530.6927,530.324353826
HMDB0060746,3-keto-Digoxigenin,C[C@@]12[C@H](CC[C@]1(O)[C@@H]1CC[C@@H]3CC(=O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1,POWMMMXVDBMFMP-QPMAGJLNSA-N,C23H32O5,388.4972,388.224974134
HMDB0060747,3-O-Methyl-a-methyldopa,COC1=C(O)C=CC(C[C@H](N)C(O)=O)=C1,PFDUUKDQEHURQC-ZETCQYMHSA-N,C10H13NO4,211.2145,211.084457909
HMDB0060748,3-O-Methyl-a-methyldopamine,COC1=C(O)C=CC(CC(C)N)=C1,GPBOYXOSSQEJBH-UHFFFAOYSA-N,C10H15NO2,181.2316,181.110278729
HMDB0060749,3-oxo-Valproic acid CoA,CCCC(C(=O)CC)C(=O)SCCN=C(O)CCN=C(O)[C@@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,VCAXZLZSBCJOHE-BFIONIOXSA-N,C29H48N7O18P3S,907.714,907.198937993
HMDB0060750,3'-Amino-3'-deoxythimidine,CC1=CN(C2CC(N)C(CO)O2)C(=O)N=C1O,ADVCGXWUUOVPPB-UHFFFAOYSA-N,C10H15N3O4,241.2438,241.106255983
HMDB0060751,3'-Amino-3'-deoxythimidine glucuronide,CC1=CN(C2CC(N)C(CO[C@@H]3[C@@H](O)C(O)O[C@@H]([C@H]3O)C(O)=O)O2)C(=O)N=C1O,RDVUSEMLHAXQRK-SMNQMHOSSA-N,C16H23N3O10,417.3679,417.138343971
HMDB0060752,3'-Azido-3'-deoxy-5'- O-beta-D-glucopyranuronosylthymidine,CC1=CN(C2CC(N=[N+]=[N-])[C@@H](COC3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)O2)C(=O)N=C1O,NFXAJWJJNLWLOV-OTQDERTISA-N,C16H21N5O10,443.3654,443.128841917
HMDB0060753,3'-p-Hydroxypaclitaxel,CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C3=CC=CC=C3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](N=C(O)C1=CC=CC=C1)C1=CC=C(O)C=C1,XKSMHFPSILYEIA-MZXODVADSA-N,C47H51NO15,869.9055,869.325869967
HMDB0060754,31-Hydroxy rifabutin,CO[C@H]1\C=C/O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(N=C(O)\C(C)=C/C=C\[C@H](CO)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC(C)C)CC3)N=C21,PANFHCPHSZTZMK-AWARHZTMSA-N,C46H62N4O12,863.0041,862.436423468
HMDB0060755,3a-Hydroxydesogestrel,CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=C[C@@H](O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,ZMLDTNLDYRJTAZ-GDLCRWSOSA-N,C22H30O2,326.4724,326.224580204
HMDB0060757,4-Aminobenzoyl-(beta)-alanine,NC1=CC=C(C=C1)C(=O)NCCC(O)=O,VHAXWROFYVPXMZ-UHFFFAOYSA-N,C10H12N2O3,208.2139,208.08479226
HMDB0060758,4-Anilino-4-oxobutanoic acid,OC(=O)CCC(O)=NC1=CC=CC=C1,KTFGFGGLCMGYTP-UHFFFAOYSA-N,C10H11NO3,193.1992,193.073893223
HMDB0060759,4-Carboxynevirapine,OC(=O)C1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1,WDXCMIDQWGYHIN-UHFFFAOYSA-N,C15H12N4O3,296.2808,296.09094027
HMDB0060760,4-Carboxypyrazole,OC(=O)C1=CNN=C1,IMBBXSASDSZJSX-UHFFFAOYSA-N,C4H4N2O2,112.0868,112.027277382
HMDB0060761,4-Chloro-5-sulfamoylanthranilic acid,NC1=CC(Cl)=C(C=C1C(O)=O)S(N)(=O)=O,QQLJBZFXGDHSRU-UHFFFAOYSA-N,C7H7ClN2O4S,250.659,249.981505119
HMDB0060762,4-ene-Valproic acid CoA,CCCC(CC=C)C(=O)SCCN=C(O)CCN=C(O)[C@@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,HORDCJWSBOZWQO-ZQSWRQROSA-N,C29H48N7O17P3S,891.714,891.204023371
HMDB0060763,4-Hydroxy duloxetine glucuronide,CNCC[C@H](OC1=CC=C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C2=CC=CC=C12)C1=CC=CS1,OBIZFSZXDHWUJZ-ANUWOGMRSA-N,C24H27NO8S,489.538,489.145737535
HMDB0060764,4-Hydroxy-estazolam,OC1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N2C=NN=C12,LJIJJCXFWLORDQ-UHFFFAOYSA-N,C16H11ClN4O,310.738,310.062138701
HMDB0060765,4-Hydroxyamphetamine,CC(N)CC1=CC=C(O)C=C1,GIKNHHRFLCDOEU-UHFFFAOYSA-N,C9H13NO,151.2056,151.099714043
HMDB0060766,4-Hydroxyatomoxetine,CNCC[C@@H](OC1=CC=C(O)C=C1C)C1=CC=CC=C1,PPXQPRLGNSJNJM-QGZVFWFLSA-N,C17H21NO2,271.3541,271.157228921
HMDB0060767,4-Hydroxymethamphetamine,CNC(C)CC1=CC=C(O)C=C1,SBUQZKJEOOQSBV-UHFFFAOYSA-N,C10H15NO,165.2322,165.115364107
HMDB0060768,4-Hydroxymethylpyrazole,OCC1=CNN=C1,JRMKJOOJKCAEJK-UHFFFAOYSA-N,C4H6N2O,98.1032,98.048012824
HMDB0060769,4-Hydroxyphenytoin glucuronide,O[C@@H]1[C@@H](O)C(OC2=CC=C(C=C2)C2(NC(=O)NC2=O)C2=CC=CC=C2)O[C@@H]([C@H]1O)C(O)=O,RCYKZSJKDMUDIE-MXYJCWFVSA-N,C21H20N2O9,444.3915,444.116880248
HMDB0060770,4'-Hydroxy-5-carboxy-lumiracoxib,CC1=CC(CC(O)=O)=C(NC2=C(F)C(C(O)=O)=C(O)C=C2Cl)C=C1,QQKNIFQTDAHPAP-UHFFFAOYSA-N,C16H13ClFNO5,353.73,353.046628443
HMDB0060771,4'-Hydroxyclobazam,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=C(O)C=C2)C(=O)CC1=O,NKSXJAYACJZMBM-UHFFFAOYSA-N,C16H13ClN2O3,316.739,316.061469999
HMDB0060772,4'-Hydroxyfenoprofen glucuronide,CC(C(O)=O)C1=CC(OC2=CC=C(O[C@@H]3[C@@H](O)C(O)O[C@@H]([C@H]3O)C(O)=O)C=C2)=CC=C1,FPPVBAMKHUAIOP-OYQCQVHHSA-N,C21H22O10,434.3934,434.121296924
HMDB0060774,5-Carboxy-2'-deoxyuridine,OC[C@H]1O[C@@H](C[C@@H]1O)N1C=C(C(O)=O)C(O)=NC1=O,GAGYTXTVUMXAOC-XVMARJQXSA-N,C10H12N2O7,272.2115,272.064450748
HMDB0060775,5-Carboxy-lumiracoxib,CC1=CC(CC(O)=O)=C(NC2=C(Cl)C=CC(C(O)=O)=C2F)C=C1,DAMRUBXLPVLGQF-UHFFFAOYSA-N,C16H13ClFNO4,337.73,337.051713821
HMDB0060776,5-Hydroxydantrolene,OC1N(\N=C\C2=CC=C(O2)C2=CC=C(C=C2)N(=O)=O)C(=O)N=C1O,PGORTQZSSAZLCK-VIZOYTHASA-N,C14H10N4O6,330.2524,330.060034072
HMDB0060777,5-Hydroxyemedastine,CCOCCN1C(=NC2=C1C=CC(O)=C2)N1CCCN(C)CC1,JNLXTCQXMDMAOC-UHFFFAOYSA-N,C17H26N4O2,318.4139,318.205576096
HMDB0060778,5-Hydroxylorcaserin,C[C@H]1CNCC(O)C2=CC=C(Cl)C=C12,QXIVXWARMBDNCW-RGENBBCFSA-N,C11H14ClNO,211.688,211.076391782
HMDB0060779,5'-Carboxy meloxicam,CN1C(C(O)=NC2=NC=C(S2)C(O)=O)=C(O)C2=CC=CC=C2S1(=O)=O,MTQQFYLGAZXHTB-UHFFFAOYSA-N,C14H11N3O6S2,381.384,381.008926479
HMDB0060780,5'-Hydroxymethyl meloxicam,CN1C(C(O)=NC2=NC=C(CO)S2)=C(O)C2=CC=CC=C2S1(=O)=O,LOOSAJMIEADILV-UHFFFAOYSA-N,C14H13N3O5S2,367.4,367.029661921
HMDB0060781,6-Thioguanosine-5'- O- triphosphate,NC1=NC2=C(N=CN2C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2O)C(=C)N1,RDAWPERAONRJLU-UHFFFAOYSA-N,C11H18N5O13P3,521.2076,521.011395223
HMDB0060782,6-allyl-8b-Carboxy-ergoline,OC(=O)C1C[C@@H]2[C@H](CC3=CNC4=CC=CC2=C34)N(CC=C)C1,YAICYXFUKKMAKO-DBQWNMKUSA-N,C18H20N2O2,296.3636,296.152477894
HMDB0060783,6-beta-Hydroxy-mometasone furoate,C[C@@H]1C[C@H]2[C@@H]3C(O)CC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1=CC=CO1)C(=O)CCl,NVZADOUZVHKHSK-PWHXNIGKSA-N,C27H30Cl2O7,537.429,536.136858728
HMDB0060784,6-beta-Naltrexol,OC1CCC2(O)C3CC4=C5C(OC1C25CCN3CC1CC1)=C(O)C=C4,JLVNEHKORQFVQJ-UHFFFAOYSA-N,C20H25NO4,343.4168,343.178358293
HMDB0060785,6-Hydroxyemedastine,CCOCCN1C(=NC2=C1C=C(O)C=C2)N1CCCN(C)CC1,YDYQGSLFCJVMNN-UHFFFAOYSA-N,C17H26N4O2,318.4139,318.205576096
HMDB0060786,6-Hydroxymelatonin glucuronide,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1OC1OC(C(O)C(O)C1O)C(O)=O,BIRHYNBRXCOXLU-UHFFFAOYSA-N,C19H24N2O9,424.4019,424.148180376
HMDB0060787,6-Methoxy-2-naphthylacetic acid,COC1=CC=CC2=C1C(=O)C1=C(C(O)=C3C[C@](O)(C[C@H](OC4CC(N)C(O)C(C)O4)C3=C1O)C(=O)COC(=O)CC1=CC=CC3=CC=CC=C13)C2=O,GYCQOHQXGJAWAC-XFZKEZEPSA-N,C39H37NO12,711.7106,711.231575653
